uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
uniqueid_6500,No,Rural,Yes,2.0,55,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_4039,No,Rural,Yes,7.0,18,Female,Other relative,Single/Never Married,Primary education,Informally employed
uniqueid_5265,No,Rural,Yes,6.0,60,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3130,No,Urban,Yes,5.0,18,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_634,No,Rural,Yes,3.0,47,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_6613,No,Rural,Yes,2.0,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_4335,No,Rural,Yes,4.0,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_4646,No,Rural,Yes,4.0,20,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_7510,No,Urban,Yes,6.0,41,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_1002,No,Rural,Yes,4.0,53,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_1711,No,Rural,No,7.0,48,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_8387,No,Rural,Yes,,37,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_2449,No,Rural,Yes,8.0,57,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
uniqueid_1135,No,Rural,Yes,7.0,16,Female,Child,Single/Never Married,Primary education,Remittance Dependent
uniqueid_3203,No,Urban,Yes,,59,Female,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_8014,No,Urban,No,5.0,20,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed
uniqueid_6268,No,Rural,Yes,7.0,45,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_7295,No,Rural,Yes,3.0,42,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
uniqueid_3014,No,Rural,Yes,4.0,45,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_4888,No,Rural,No,7.0,39,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_4042,Yes,Urban,Yes,5.0,29,Female,Spouse,Married/Living together,Tertiary education,Formally employed Private
uniqueid_6664,No,Rural,No,7.0,53,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_1607,No,Rural,No,2.0,18,Male,Other relative,Single/Never Married,Primary education,Informally employed
uniqueid_8039,Yes,Urban,Yes,6.0,47,Female,Spouse,Married/Living together,Tertiary education,Informally employed
uniqueid_4896,No,Rural,Yes,4.0,62,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_1175,No,Rural,Yes,1.0,22,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
uniqueid_6506,No,Rural,No,2.0,55,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_1253,Yes,Urban,Yes,1.0,28,Male,Head of Household,Married/Living together,Primary education,Self employed
uniqueid_5553,No,Rural,No,2.0,28,Female,Child,Divorced/Seperated,Primary education,Farming and Fishing
uniqueid_3534,No,Rural,Yes,,39,Male,Head of Household,Married/Living together,Vocational/Specialised training,Farming and Fishing
uniqueid_7791,No,Rural,Yes,3.0,47,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
uniqueid_6375,No,Urban,Yes,,22,Female,Spouse,Married/Living together,Primary education,Other Income
uniqueid_5698,No,Rural,No,3.0,64,Female,Head of Household,Widowed,No formal education,Informally employed
uniqueid_4615,No,Rural,Yes,3.0,26,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_8451,No,Rural,Yes,5.0,39,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1015,Yes,Urban,Yes,6.0,57,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_7650,No,Rural,No,1.0,70,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_4504,No,Urban,Yes,5.0,55,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_7081,No,Rural,Yes,4.0,30,Female,Child,Divorced/Seperated,Primary education,Farming and Fishing
uniqueid_1514,No,Rural,Yes,7.0,47,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_3974,No,Rural,Yes,4.0,22,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_5832,No,Rural,No,2.0,42,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_1076,No,Rural,Yes,4.0,18,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_4961,Yes,Rural,Yes,3.0,35,Male,Head of Household,Married/Living together,Secondary education,Formally employed Government
uniqueid_4811,No,Rural,Yes,4.0,60,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_8506,No,Rural,Yes,5.0,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_6738,No,Rural,Yes,6.0,51,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_2866,No,Rural,Yes,7.0,48,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4806,No,Urban,Yes,,25,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_560,Yes,Rural,Yes,5.0,37,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
uniqueid_8118,No,Rural,No,5.0,35,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
uniqueid_4089,Yes,Urban,Yes,2.0,35,Male,Head of Household,Single/Never Married,Tertiary education,Formally employed Private
uniqueid_8186,No,Rural,Yes,2.0,21,Female,Child,Single/Never Married,Primary education,Informally employed
uniqueid_2642,No,Rural,Yes,,27,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_4900,No,Urban,Yes,,52,Female,Head of Household,Widowed,Primary education,Other Income
uniqueid_7943,No,Rural,Yes,6.0,35,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_8399,No,Rural,Yes,6.0,50,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_4095,No,Rural,Yes,6.0,42,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_8748,No,Rural,Yes,,27,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_846,No,Rural,Yes,,56,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
uniqueid_2485,No,Rural,Yes,3.0,59,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_3827,No,Rural,Yes,3.0,23,Male,Child,Single/Never Married,Primary education,Informally employed
uniqueid_8034,No,Rural,Yes,3.0,51,Female,Head of Household,Single/Never Married,Primary education,Other Income
uniqueid_6666,No,Rural,Yes,1.0,68,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_7733,No,Rural,Yes,5.0,45,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_3782,No,Rural,Yes,2.0,20,Female,Parent,Single/Never Married,Primary education,Farming and Fishing
uniqueid_2288,No,Urban,Yes,6.0,35,Female,Head of Household,Divorced/Seperated,Primary education,Self employed
uniqueid_1212,No,Rural,No,2.0,65,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_8744,No,Rural,No,4.0,32,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_4073,No,Rural,Yes,5.0,40,Female,Head of Household,Single/Never Married,Primary education,Informally employed
uniqueid_137,No,Rural,Yes,3.0,23,Female,Spouse,Married/Living together,Secondary education,Informally employed
uniqueid_3761,No,Rural,No,5.0,27,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_789,No,Rural,Yes,2.0,78,Female,Head of Household,Widowed,No formal education,Informally employed
uniqueid_6924,No,Rural,No,2.0,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_2204,No,Rural,Yes,4.0,21,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_3518,No,Rural,No,,19,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_3774,No,Rural,No,7.0,71,Female,Head of Household,Widowed,Primary education,Informally employed
uniqueid_807,No,Rural,Yes,6.0,16,Female,Other non-relatives,Single/Never Married,Primary education,Remittance Dependent
uniqueid_1902,Yes,Rural,Yes,6.0,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_1052,No,Rural,Yes,4.0,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_2358,No,Urban,Yes,3.0,26,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_5205,No,Rural,Yes,2.0,80,Female,Head of Household,Widowed,No formal education,Government Dependent
uniqueid_6024,No,Rural,Yes,11.0,20,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_3569,No,Rural,Yes,5.0,20,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_7925,No,Rural,Yes,,48,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_3721,No,Urban,No,4.0,72,Female,Head of Household,Widowed,Primary education,Farming and Fishing
uniqueid_6951,No,Rural,Yes,5.0,33,Female,Spouse,Married/Living together,Primary education,Informally employed
uniqueid_428,Yes,Rural,Yes,,73,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_397,No,Rural,Yes,3.0,80,Female,Head of Household,Widowed,Primary education,Remittance Dependent
uniqueid_6937,No,Rural,No,2.0,74,Female,Head of Household,Widowed,No formal education,Government Dependent
uniqueid_7452,No,Rural,Yes,4.0,46,Female,Head of Household,Widowed,No formal education,Informally employed
uniqueid_7223,No,Urban,Yes,4.0,50,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_5577,No,Rural,Yes,2.0,30,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_504,No,Rural,Yes,5.0,30,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_6101,No,Rural,Yes,4.0,27,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_4252,No,Rural,Yes,,25,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_1034,No,Urban,Yes,4.0,24,Female,Parent,Married/Living together,Secondary education,Self employed
uniqueid_8303,Yes,Urban,Yes,2.0,36,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_5029,No,Rural,Yes,3.0,41,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_7805,No,Rural,Yes,5.0,31,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_1053,No,Urban,Yes,8.0,18,Female,Other non-relatives,Single/Never Married,Primary education,Informally employed
uniqueid_3529,No,Rural,Yes,3.0,28,Female,Child,Single/Never Married,Primary education,Informally employed
uniqueid_178,No,Rural,Yes,4.0,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_7873,No,Rural,Yes,3.0,30,Female,Child,Divorced/Seperated,Primary education,Farming and Fishing
uniqueid_6133,No,Rural,No,3.0,48,Female,Spouse,Married/Living together,No formal education,Informally employed
uniqueid_7388,No,Rural,No,3.0,76,Female,Head of Household,Widowed,No formal education,Farming and Fishing
uniqueid_3068,No,Rural,Yes,7.0,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1157,No,Rural,No,2.0,28,Male,Head of Household,Married/Living together,No formal education,Informally employed
uniqueid_7859,No,Rural,Yes,4.0,36,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1364,No,Rural,No,4.0,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_5416,No,Rural,Yes,5.0,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4389,No,Rural,Yes,7.0,40,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_7021,No,Urban,Yes,7.0,35,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_6458,No,Urban,Yes,9.0,18,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
uniqueid_3335,No,Urban,Yes,12.0,17,Male,Other non-relatives,Single/Never Married,No formal education,Informally employed
uniqueid_317,No,Rural,Yes,7.0,35,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
uniqueid_5595,No,Rural,Yes,2.0,63,Female,Head of Household,Widowed,No formal education,Remittance Dependent
uniqueid_835,No,Rural,Yes,4.0,29,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_2687,No,Rural,Yes,5.0,39,Female,Spouse,Widowed,No formal education,Farming and Fishing
uniqueid_7109,No,Rural,Yes,2.0,57,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_8721,No,Rural,Yes,5.0,45,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1118,No,Urban,Yes,5.0,36,Female,Spouse,Married/Living together,Secondary education,Remittance Dependent
uniqueid_2359,Yes,Rural,Yes,8.0,37,Male,Head of Household,Married/Living together,Secondary education,Other Income
uniqueid_7246,No,Urban,Yes,3.0,18,Male,Child,Single/Never Married,Secondary education,Formally employed Government
uniqueid_5472,Yes,Urban,Yes,5.0,35,Male,Head of Household,Married/Living together,Secondary education,Self employed
uniqueid_2287,No,Rural,Yes,6.0,40,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
uniqueid_7160,No,Rural,No,3.0,63,Male,Head of Household,Married/Living together,Primary education,Informally employed
uniqueid_7389,No,Rural,Yes,7.0,40,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_1279,No,Rural,Yes,11.0,23,Female,Parent,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_8381,No,Rural,Yes,7.0,16,Male,Parent,Single/Never Married,Primary education,Farming and Fishing
uniqueid_4874,No,Rural,No,7.0,17,Female,Child,Single/Never Married,Primary education,Farming and Fishing
uniqueid_553,No,Urban,Yes,3.0,25,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent
uniqueid_3222,No,Rural,Yes,4.0,85,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
uniqueid_7337,Yes,Urban,Yes,1.0,63,Female,Head of Household,Widowed,Other/Dont know/RTA,Informally employed
uniqueid_7525,No,Rural,Yes,5.0,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
uniqueid_4982,Yes,Urban,Yes,4.0,38,Male,Head of Household,Widowed,Primary education,Other Income
uniqueid_8567,No,Rural,No,,26,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
uniqueid_7534,No,Rural,No,5.0,16,Female,Child,Single/Never Married,No formal education,Farming and Fishing
